23191,Antigal Uno Cabernet Sauvignon,750 ml,66.17,TRUE
2319W,Antigal Uno Cabernet Sauvignon WOODEN,750 ml,40.38,TRUE
22085,Antigal Uno Malbec,12/375 ml,70.84,TRUE
22081,Antigal Uno Malbec,750 ml,76.8,TRUE
2208W,Antigal Uno Malbec WOODEN,750 ml,75.81,TRUE
78941,Apelia Dry Rose,750 ml,59.65,TRUE
34701,Apothic CA Dark LR,750 ml,64.71,TRUE
35701,Apothic CA Red,750 ml,57.53,TRUE
34751,Apothic CA Rose,750 ml,53.9,TRUE
35201,Apothic CA White,750 ml,89.64,TRUE
12441,Apothic Crush,750 ml,65.29,FALSE
89509,Aqua Hydrate Water 1.0,12/1.0 lit,80.78,TRUE
89501,Aqua Hydrate Water,18/500 ml,57.69,TRUE
89505,Aqua Hydrate Water 700ml Sports,12/700 ml,54.39,TRUE
139B1,Arabella Shiraz,750 ml,71.6,TRUE
11262,Arbor Mist Blackberry Merlot,1.5 lit,75.12,TRUE
11261,Arbor Mist Blackberry Merlot,750 ml,41.09,TRUE
12012,Arbor Mist Cherry Moscato 1.5,1.5 lit,60.23,TRUE
12011,Arbor Mist Cherry Moscato,750 ml,82.19,TRUE
11251,Arbor Mist Cran Twist White Merlot,750 ml,41.21,TRUE
15821,Arbor Mist Desserts Caramel Apple,750 ml,45.15,TRUE
15801,Arbor Mist Desserts Raspberry Sorbet,750 ml,37.17,TRUE
15811,Arbor Mist Desserts Strawberry Shortcake,750 ml,84.37,TRUE
11212,Arbor Mist Exotic Fruits White Zin,1.5 lit,36.28,TRUE
11211,Arbor Mist Exotic Fruits White,750 ml,89.72,TRUE
11282,Arbor Mist Island Fruits P. Grigio,1.5 lit,56.33,TRUE
11281,Arbor Mist Island Fruits P. Grigio,750 ml,83.72,FALSE
11979,Arbor Mist Lime Margarita Pouch,32/10 oz,31.72,TRUE
11172,Arbor Mist Mango Strawberry Moscato 1.5,1.5 lit,82.2,TRUE
11171,Arbor Mist Mango Strawberry Moscato,750 ml,48.52,TRUE
11179,Arbor Mist Mango Strawberry Moscato Pouch,32/10 oz,88.57,FALSE
11271,Arbor Mist Melon White Zinfandel,750 ml,83.73,TRUE
11192,Arbor Mist Mixed Berry Pinot Noir,1.5 lit,89.76,TRUE
11191,Arbor Mist Mixed Berry Pinot Noir,750 ml,61.75,FALSE
11202,Arbor Mist Peach Chardonnay,1.5 lit,84.93,TRUE
11201,Arbor Mist Peach Chardonnay,750 ml,63.65,FALSE
12002,Arbor Mist Peach Moscato 1.5,1.5 lit,72.13,TRUE
12001,Arbor Mist Peach Moscato,750 ml,52.67,TRUE
112C2,Arbor Mist Pear Pinot Grigio,1.5 lit,30.96,TRUE
112C1,Arbor Mist Pear Pinot Grigio,750 ml,49.75,TRUE
11989,Arbor Mist Pina Colada Pouch,32/10 oz,72.47,TRUE
11182,Arbor Mist Pomegranate Berry Pinot Noir,1.5 lit,70.92,FALSE
11181,Arbor Mist Pomegranate Berry Pinot Noir,750 ml,32.97,TRUE
11952,Arbor Mist Raspberry Pink Moscato 1.5,1.5 lit,83.43,FALSE
11951,Arbor Mist Raspberry Pink Moscato,750 ml,57.39,FALSE
11232,Arbor Mist Sangria Zinfandel,1.5 lit,89.99,TRUE
11231,Arbor Mist Sangria Zinfandel,750 ml,34.99,TRUE
12069,Arbor Mist Sangria-Rita Pouch,32/10 oz,51.33,FALSE
112B1,Arbor Mist Sparkling Peach,750 ml,32.53,TRUE
11999,Arbor Mist Strawberry Daiquiri Pouch,32/10 oz,85.22,FALSE
11222,Arbor Mist Strawberry White Zin,1.5 lit,38.25,FALSE
11221,Arbor Mist Strawberry White Zin,750 ml,76.75,TRUE
11242,Arbor Mist Tropical Fruits Chardonnay,1.5 lit,32.64,TRUE
12091,Arborita by Arbor Mist Lime Margarita,750 ml,46.85,TRUE
12081,Arborita by Arbor Mist Strawberry Margarita,750 ml,77.39,TRUE
369Q1,Ariel Cabernet Sauvignon,750 ml,57.08,TRUE
369R1,Ariel Chardonnay,750 ml,66.51,TRUE
66101,Ars Vitis Moselland Riesling Winter,750 ml,39.62,TRUE
21531,Aruaco Carmenere Reserve,750 ml,55.24,TRUE
G1821,Ass Kisser Shiraz,750 ml,43.54,TRUE
96692,Ass Kisser Smoked Porter,12/22 oz,79.08,TRUE
30611,Atlas Peak Howell Mtn Cabernet Sauvignon,6/750 ml,68.2,TRUE
30601,Atlas Peak Napa Valley Cabernet Sauvignon,6/750 ml,65.35,TRUE
93801,Avitae,24/16.9 oz,85.4,TRUE
71151,Avo Moscato DAsti,750 ml,48.42,TRUE
30011,Azienda Agricola Gorgo Bardonlino D.O.C.,750 ml,66.49,FALSE
30161,Azienda Agricola Gorgo Custoza D.O.C.,750 ml,30.58,FALSE
30191,Azienda Agricola Gorgo Pinot Grigio,750 ml,69.43,TRUE
30171,Azienda Agricola Gorgo Rosa di Monte Torre,6/500 ml,85.96,TRUE
90621,B&J Exotic Berry,6/4 331 ml,32.68,TRUE
90611,B&J Fuzzy Navel,6/4 331 ml,59.29,TRUE
90841,B&J Margarita,6/4 331 ml,43.65,FALSE
90661,B&J Mojito,6/4 331 ml,65.1,FALSE
89971,B&J Pina Colada,6/4/331 ml,49.42,TRUE
90781,B&J Pomegranate Raspberry,6/4 331 ml,39.5,FALSE
90741,B&J Sangria,6/4 331 ml,73.75,TRUE
90861,B&J Strawberry Daiquiri,6/4 331 ml,67.12,TRUE
22271,B.R. Cohn Silver Label Cabernet Sauvignon,750 ml,52.79,TRUE
97A21,Bacher German Lager,4/6/330 ml,52.48,TRUE
23791,Backhouse Chalkboard Cabernet Sauvignon,750 ml,79.04,TRUE
23691,Backhouse Chalkboard Chardonnay,750 ml,60.54,TRUE
23731,Backhouse Chalkboard Pinot Grigio,750 ml,85.56,TRUE
23871,Backhouse Chalkboard Pinot Noir,750 ml,76.2,TRUE
10901,Ballatore Gran Spumante,750 ml,85.83,TRUE
10931,Ballatore Moscato Rose,750 ml,81.41,TRUE
97AJ2,Baltika #3 Classic,20/16.9 oz,49.9,FALSE
97AK2,Baltika #4 Original,20/16.9 oz,75.73,TRUE
97AL2,Baltika #5 Gold,20/16.9 oz,74.33,FALSE
97AP2,Baltika #6 Porter,20/16.9 oz,47.07,TRUE
97AN2,Baltika #9 Extra,20/16.9 oz,47.64,TRUE
7236Y,Banfi B Moscadello Florus,6/500 ml,48.29,TRUE
J2561,Banfi Brunello di Montalcino ,6/750 ml,43.52,TRUE
71671,Banfi Centine Bianco,750 ml,59.93,TRUE
71591,Banfi Centine Rose,750 ml,63.18,TRUE
71581,Banfi Centine Rosso,750 ml,75.08,FALSE
72051,Banfi Chianti Classico,750 ml,49.3,FALSE
72071,Banfi Chianti Classico Riserva D.O.C.G.,750 ml,57.5,TRUE
72799,Banfi Col-di-Sasso Cabernet Sauvignon Sangiovese,1/5.0 lit,36.49,TRUE
72791,Banfi Col-di-Sasso Cabernet Sauvignon Sangiovese,750 ml,73.89,TRUE
73151,Banfi CollePino Toscana Sangiovese,750 ml,48.5,TRUE
71702,Banfi Entree Red 1.5,1.5 lit,37.75,TRUE
71792,Banfi Entree White 1.5,1.5 lit,72.74,TRUE
72761,Banfi Fumaio,750 ml,75.56,TRUE
70211,Banfi LArdi Dolcetto,750 ml,58.39,FALSE
72781,Banfi Le Rime Pinot Grigio,750 ml,87.26,TRUE
73511,Banfi Olive Oil,6/500 ml,50.46,TRUE
72341,Banfi Principessa Gavi,750 ml,66.36,TRUE
72481,Banfi Principessa Gavi Perlante Single Vineyard ,6/750 ml,36.64,FALSE
72465,Banfi Rosa Regale Brachetto dAcqui,12/375 ml,70.32,TRUE
72466,Banfi Rosa Regale Brachetto dAcqui,24/187 ml,33.78,TRUE
72461,Banfi Rosa Regale Brachetto dAcqui,6/750 ml,73.6,TRUE
72371,Banfi San Angelo Pinot Grigio,750 ml,73.55,TRUE
35731,Barefoot Bubbly Berry Fusion,750 ml,38.55,TRUE
33256,Barefoot Bubbly Brut Cuvee,6/4/187 ml,71.19,FALSE
33251,Barefoot Bubbly Brut Cuvee,750 ml,60.01,FALSE
33226,Barefoot Bubbly CA Pink Moscato,6/4/187 ml,55.73,TRUE
33221,Barefoot Bubbly CA Pink Moscato,750 ml,45,TRUE
34331,Barefoot Bubbly CA Red Moscato Champagne,750 ml,54.02,TRUE
35711,Barefoot Bubbly Citrus Fusion,750 ml,68.51,TRUE
33261,Barefoot Bubbly Extra Dry,750 ml,57.39,TRUE
33351,Barefoot Bubbly Moscato Spumante,750 ml,83.99,TRUE
36551,Barefoot Bubbly Peach Fusion,750 ml,51.73,TRUE
35741,Barefoot Bubbly Prosecco,750 ml,71.43,TRUE
33281,Barefoot Bubbly Sparkling Pinot Grigio,750 ml,55.59,FALSE
35721,Barefoot Bubbly Tropical Fusion,750 ml,61.11,TRUE
33002,Barefoot Cellars Cabernet Sauvignon,1.5 lit,85.14,FALSE
33006,Barefoot Cellars Cabernet Sauvignon,6/4/187 ml,66.17,TRUE
33001,Barefoot Cellars Cabernet Sauvignon,750 ml,64.73,TRUE
33012,Barefoot Cellars Chardonnay,1.5 lit,37.24,TRUE
33016,Barefoot Cellars Chardonnay,6/4/187 ml,63.11,TRUE
33011,Barefoot Cellars Chardonnay,750 ml,83.86,TRUE
34452,Barefoot Cellars Impression Red Blend 1.5,1.5 lit,60.61,TRUE
34451,Barefoot Cellars Impression Red Blend,750 ml,77.44,TRUE
34562,Barefoot Cellars Malbec 1.5,1.5 lit,63.99,TRUE
34561,Barefoot Cellars Malbec,750 ml,83.25,TRUE
33026,Barefoot Cellars Merlot ,6/4/187 ml,60.77,FALSE
33022,Barefoot Cellars Merlot,1.5 lit,45.21,FALSE
33021,Barefoot Cellars Merlot,750 ml,59.84,FALSE
33082,Barefoot Cellars Moscato,1.5 lit,45.11,FALSE
33086,Barefoot Cellars Moscato,6/4/187 ml,38.08,TRUE
33081,Barefoot Cellars Moscato,750 ml,82.35,TRUE
33562,Barefoot Cellars Pink Moscato 1.5,1.5 lit,66.87,TRUE
33566,Barefoot Cellars Pink Moscato,6/4/187 ml,43.73,TRUE
33561,Barefoot Cellars Pink Moscato,750 ml,30.97,TRUE
33072,Barefoot Cellars Pinot Grigio,1.5 lit,54.59,TRUE
33076,Barefoot Cellars Pinot Grigio,6/4/187 ml,50.25,TRUE
33071,Barefoot Cellars Pinot Grigio,750 ml,88.76,TRUE
220A2,Barefoot Cellars Pinot Noir,1.5 lit,31.01,TRUE
220A6,Barefoot Cellars Pinot Noir,6/4/187 ml,31.95,TRUE
330A1,Barefoot Cellars Pinot Noir,750 ml,74.48,TRUE
33102,Barefoot Cellars Red Moscato 1.5,1.5 lit,86.32,TRUE
33106,Barefoot Cellars Red Moscato,6/4/187 ml,46.98,TRUE
33101,Barefoot Cellars Red Moscato,750 ml,56.43,TRUE
33092,Barefoot Cellars Riesling 1.5,1.5 lit,76.08,TRUE
33096,Barefoot Cellars Riesling,6/4/187 ml,54.84,TRUE
33091,Barefoot Cellars Riesling,750 ml,45.8,TRUE
37231,Barefoot Cellars Rosa Red Blend,750 ml,75.13,TRUE
33032,Barefoot Cellars Sauvignon Blanc,1.5 lit,65.26,TRUE
33031,Barefoot Cellars Sauvignon Blanc,750 ml,73.54,TRUE
33052,Barefoot Cellars Shiraz,1.5 lit,64.66,TRUE
33051,Barefoot Cellars Shiraz,750 ml,72.36,TRUE
330R2,Barefoot Cellars Sweet Red 1.5,1.5 lit,42.46,FALSE
330R6,Barefoot Cellars Sweet Red,6/4/187 ml,48.89,TRUE
330R1,Barefoot Cellars Sweet Red,750 ml,39.7,TRUE
33062,Barefoot Cellars White Zinfandel,1.5 lit,37.89,TRUE
33066,Barefoot Cellars White Zinfandel,6/4/187 ml,39.09,TRUE
33061,Barefoot Cellars White Zinfandel,750 ml,57.16,FALSE
33042,Barefoot Cellars Zinfandel,1.5 lit,71.91,FALSE
33041,Barefoot Cellars Zinfandel,750 ml,43.98,TRUE
36541,Barefoot Refresh CA Crisp Red,750 ml,36.37,TRUE
36501,Barefoot Refresh CA Crisp White,750 ml,68.36,TRUE
36531,Barefoot Refresh CA Perfectly Pink SC,750 ml,85.47,FALSE
36521,Barefoot Refresh CA Summer Red SC,750 ml,67.3,TRUE
36511,Barefoot Refresh CA Sweet White SC,750 ml,30.16,FALSE
62621,Basket Press Barbera,20 lit bbl,54.52,TRUE
98407,Bass Ale,1/2 bbl,80.04,FALSE
98404,Bass Ale,2/12/12oz,88.68,TRUE
98401,Bass Ale,4/6-pack,45.74,TRUE
94361,Bass IPA,4/6/12 oz,66.08,TRUE
975L1,Bavik Pilsner,4/6/11.2 oz,63.07,TRUE
975L7,Bavik Pilsner,50 lt bbl,66.99,TRUE
35351,Be. Bright Pinot Grigio,750 ml,49.37,TRUE
35361,Be. Flirty Pink Moscato,750 ml,44.61,TRUE
35341,Be. Fresh Chardonnay,750 ml,58.45,TRUE
35391,Be. Peachy White Bellini,750 ml,42.96,TRUE
35371,Be. Radiant Riesling,750 ml,38.92,TRUE
36191,Be. Sultry Pomegranate Sangria,750 ml,81.44,FALSE
35591,Be. Tempting Red Blend,750 ml,74.63,FALSE
26961,Beaulieu,6/750 ml,48.2,FALSE
26651,Beaulieu Carneros Chardonnay,750 ml,52.85,TRUE
26321,Beaulieu Coastal Cabernet Sauvignon,750 ml,75.31,FALSE
26331,Beaulieu Coastal Chardonnay,750 ml,80.91,TRUE
26341,Beaulieu Coastal Merlot,750 ml,36.22,FALSE
26351,Beaulieu Coastal Pinot Noir,750 ml,73.09,FALSE
24951,Beaulieu Coastal Red Blend,750 ml,84.23,TRUE
26371,Beaulieu Coastal Sauvignon Blanc,750 ml,57.72,TRUE
26535,Beaulieu Muscat,12/375 ml,41.84,TRUE
26511,Beaulieu Napa Valley Cabernet Sauvignon,750 ml,80.06,FALSE
26571,Beaulieu Napa Valley Merlot,750 ml,44.33,TRUE
26541,Beaulieu Rutherford Cabernet Sauvignon,750 ml,76.28,FALSE
26901,Beaulieu Vineyard Reserve Tapestry,750 ml,86.2,TRUE
24751,Beaulieu Vineyard Signet Chardonnay,750 ml,80.93,TRUE
998F5,Beer,24/24 oz,59.19,TRUE
998F1,Beer,30/12 oz,42.7,TRUE
998E5,Beer,24/24 oz,66.85,FALSE
998E1,Beer,30/12 oz,54.45,TRUE
97981,Beers of the World,8 bottle Package,83.98,TRUE
36621,Bel Arbor Bella Moscato,750 ml,85.64,TRUE
30751,Bel Arbor Bella Red,750 ml,69.74,TRUE
30791,Bel Arbor Bella White,750 ml,52.36,FALSE
24631,Bel Arbor Cabernet Sauvignon,750 ml,80.94,TRUE
24703,Bel Arbor Chardonnay 3.0,4/3.0 lit,70.92,TRUE
24701,Bel Arbor Chardonnay,750 ml,33.73,FALSE
36613,Bel Arbor Malbec 3.0,4/3.0 lit,76.79,TRUE
24691,Bel Arbor Merlot,750 ml,47.55,TRUE
36603,Bel Arbor Pinot Grigio 3.0,4/3.0 lit,84.33,TRUE
35692,Bella Sera Chianti,1.5 lit,55.29,TRUE
35691,Bella Sera Chianti,750 ml,88.04,TRUE
35646,Bella Sera Merlot,6/4/187 ml,44.89,TRUE
35641,Bella Sera Merlot,750 ml,30.59,TRUE
35242,Bella Sera Moscato 1.5,1.5 lit,82.25,TRUE
35241,Bella Sera Moscato,750 ml,58.82,TRUE
35622,Bella Sera Pinot Grigio,1.5 lit,64.81,FALSE
35621,Bella Sera Pinot Grigio,750 ml,33.17,TRUE
35672,Bella Sera Pinot Noir,1.5 lit,59.78,TRUE
35671,Bella Sera Pinot Noir,750 ml,57.97,TRUE
34992,Bella Sera Red Blend 1.5,1.5 lit,34.54,TRUE
34991,Bella Sera Red Blend,750 ml,42.33,TRUE
72061,Bellagio Chianti (Wicker),750 ml,74.09,TRUE
72062,Bellagio Chianti D.O.C.G. (Wicker),1.5 lit,79.34,TRUE
41BC2,Bellitalia Chianti Wicker 1.5,1.5 lit,34.62,TRUE
9896F,Bells Amber Ale (Firkin bbl),10.8 gal,63.52,TRUE
98967,Bells Amber Ale,1/2 bbl,42.75,TRUE
98962,Bells Amber Ale,2/12/12oz,89.22,TRUE
98961,Bells Amber Ale,4/6/12 oz,70.78,TRUE
98969,Bells Amber Ale Tall,1/4 bbl,46.29,TRUE
98VN8,Bells Baron von Nordwestlich,1/4 bbl,79.01,FALSE
9A018,Bells Baroness bbl,1/4 bbl,47.41,TRUE
9A438,Bells Bear Hug Stout bbl,1/4 bbl,83.95,TRUE
98RF8,Bells Berry Ale bbl,1/4 bbl,68.89,FALSE
98A69,Bells Best Brown Ale (Firkin bbl),10.8 gal,38.59,TRUE
98A67,Bells Best Brown Ale,1/2 bbl,86.25,TRUE
98A6T,Bells Best Brown Ale Tall,1/4 bbl,38.95,TRUE
98619,Bells Black Note Bourbon Brl Aged Stout bbl,1/4 bbl,76.77,TRUE
98611,Bells Black Note Bourbon Brl Aged Stout,6/4/12 oz,37.24,TRUE
9A758,Bells Boiling Pot Pale Ale,1/4 bbl,66.21,TRUE
98C19,Bells Bull in a China Shop bbl,1/4 bbl,38.49,TRUE
98A07,Bells Cherry Stout,1/2 bbl,40.2,FALSE
98A0T,Bells Cherry Stout bbl,1/4 bbl,48.49,TRUE
98XM7,Bells Christmas Ale,1/2 bbl,64.4,FALSE
98XM1,Bells Christmas Ale,4/6/12 oz,33.99,TRUE
98XM9,Bells Christmas Ale Tall,1/4 bbl,82.24,TRUE
9A408,Bells Cinnamon Sunrise Stout bbl,1/4 bbl,32.6,TRUE
98C0T,Bells Consecrator Dopplebock,1/4 bbl,65.72,TRUE
98C01,Bells Consecrator Dopplebock,4/6/12 oz,49.21,TRUE
98609,Bells Debs Red Ale bbl,1/4 bbl,69.48,TRUE
98A79,Bells Double Cream Stout (Firkin bbl),10.8 gal,88.33,TRUE
98A77,Bells Double Cream Stout,1/2 bbl,38.83,TRUE
98A7T,Bells Double Cream Stout bbl,1/4 bbl,80.42,TRUE
98A71,Bells Double Cream Stout,4/6-pack,80.99,TRUE
98A87,Bells Expedition Stout,1/2 bbl,76.37,FALSE
98A8T,Bells Expedition Stout bbl,1/4 bbl,57.16,TRUE
98A81,Bells Expedition Stout,4/6/12 oz,89.13,TRUE
23281,Bells Great Northern Red Wine,750 ml,63.41,FALSE
23291,Bells Great Northern White Wine,750 ml,87.34,FALSE
98B79,Bells Harry Magills Spiced Stout Tall,1/4 bbl,70.44,TRUE
99769,Bells Harvest Ale Tall,1/4 bbl,49.37,TRUE
9A028,Bells Honey Hearted bbl,1/4 bbl,86.53,TRUE
98H09,Bells Hopslam Ale (Firkin bbl) 10.8,10.8 gal,51.54,FALSE
98H07,Bells Hopslam Ale,1/2 bbl,86.06,TRUE
98H0T,Bells Hopslam Ale,1/4 bbl,83.88,TRUE
98H01,Bells Hopslam Ale,4/6/12 oz,59.46,TRUE
98599,Bells Hopsoulution Ale bbl,1/4 bbl,75.13,TRUE
98B57,Bells Java Stout,1/2 bbl,69.33,TRUE
98B5T,Bells Java Stout bbl,1/4 bbl,64.32,TRUE
98B51,Bells Java Stout,4/6/12 oz,45.16,TRUE
9A721,Bells Jupiter,4/6/12 oz,67.9,TRUE
988K7,Bells Kalamazoo IPA,1/2 bbl,45.29,TRUE
98997,Bells Kalamazoo Stout,1/2 bbl,31.61,TRUE
98991,Bells Kalamazoo Stout,4/6/12 oz,85.31,TRUE
98K98,Bells Kalamazoo Stout Bourbon Brl Aged bbl,1/4 bbl,42.65,TRUE
98998,Bells Kalamazoo Stout TALL,1/4 bbl,89.65,FALSE
92459,Bells Kal-Haven Rye Ale bbl,1/4 bbl,62.96,TRUE
98LL7,Bells Lager of the Lakes,1/2 bbl,60.96,TRUE
98LLT,Bells Lager of the Lakes bbl,1/4 bbl,82.3,TRUE
98LL1,Bells Lager of the Lakes,4/6/12 oz,59.31,TRUE
93909,Bells Le Contrebassiste Ale bbl,1/4 bbl,68.79,TRUE
9A041,Bells Mars,4/6/12 oz,79.27,TRUE
98M08,Bells Mercurial Belgian Style Ale bbl,1/4 bbl,71.08,TRUE
98937,Bells Midwestern Pale Ale ,1/2 bbl,61.04,TRUE
98931,Bells Midwestern Pale Ale,4/6/12 oz,89.3,TRUE
9A467,Bells Nitro Double Cream Stout,1/2 bbl,61.53,TRUE
98A97,Bells Oarsman Ale,1/2 bbl,86.67,TRUE
98A9T,Bells Oarsman Ale bbl,1/4 bbl,77.16,TRUE
98A91,Bells Oarsman Ale,4/6/12 oz,51.95,FALSE
98B29,Bells Oatmeal Stout bbl,1/4 bbl tall,68.21,TRUE
98A57,Bells Oberon Ale,1/2 bbl,36.51,TRUE
98A52,Bells Oberon Ale,2/12/12 oz,40.24,TRUE
98A51,Bells Oberon Ale,4/6/12 oz,80.13,TRUE
98A54,Bells Oberon Ale CANS,6/4/16 oz,50.89,TRUE
98A5T,Bells Oberon Ale Tall,1/4 bbl,44.93,TRUE
98AF7,Bells Octoberfest Beer,1/2 bbl,57.37,FALSE
98AFT,Bells Octoberfest Beer,1/4 bbl,80.04,TRUE
98KR9,Bells Oracle Ale bbl,1/4 bbl,34.83,FALSE
98KR1,Bells Oracle Ale,4/6/12 oz,31.99,TRUE
98979,Bells Porter (Firkin bbl),10.8 gal,42.36,TRUE
98977,Bells Porter,1/2 bbl,35.03,TRUE
98971,Bells Porter,4/6/12 oz,54.66,TRUE
9897T,Bells Porter Tall,1/4 bbl,88.34,TRUE
98F17,Bells Quinannan Falls Spec. Lager,1/2 bbl,40.71,TRUE
98F19,Bells Quinannan Falls Spec. Lager Tall,1/4 bbl,57.27,FALSE
9A428,Bells Quince Love Ale bbl,1/4 bbl,89.15,TRUE
9A418,Bells Quince Third Coast Old Ale bbl,1/4 bbl,80.8,TRUE
9810T,Bells Raspberry Ale bbl,1/4 bbl,72.11,FALSE
93479,Bells Red Nose ESB Tall,1/4 bbl,47.86,TRUE
94599,Bells Roundhouse IRA bbl,1/4 bbl,36.47,TRUE
98RST,Bells Rye Stout BBL,1/4 bbl,42.43,FALSE
93557,Bells Smitten Golden Rye Ale,1/2 bbl,88.31,TRUE
93552,Bells Smitten Golden Rye Ale,2/12/12 oz,76.37,TRUE
93554,Bells Smitten Golden Rye Ale CANS,6/4/16 oz,77.95,TRUE
93559,Bells Smitten Golden Rye Ale TALL,1/4 bbl,81.98,TRUE
98KK7,Bells Sparkleberry Ale,1/2 bbl,56.13,FALSE
93469,Bells Sweet Potato Stout bbl,1/4 bbl,80.72,FALSE
98987,Bells Third Coast Beer,1/2 bbl,70.44,TRUE
98981,Bells Third Coast Beer,4/6/12 oz,37.43,FALSE
98A27,Bells Third Coast Old Ale,1/2 bbl,55.67,TRUE
98A2T,Bells Third Coast Old Ale BBL,1/4 bbl,41.37,TRUE
98A21,Bells Third Coast Old Ale,4/6/12 oz,33.44,FALSE
